SalesID,Date,CustomerID,ProductID,StoreID,EmployeeID,Quantity,Unit Price,Discount %,Sales Amount,Cost,Profit,Payment Method
296,2026-01-22,C0136,P040,S10,E001,2,80.3,0.05,152.57,110,42.57,Card
297,2025-01-05,C0136,P013,S07,E020,7,182.89,0.0,1280.23,959,321.23,Card
298,2026-03-01,C0049,P017,S03,E008,1,146.38,0.15,124.42,103,21.42,Cash
299,2025-12-09,C0171,P036,S05,E007,10,296.82,0.15,2522.97,2170,352.97,Transfer
300,2025-10-27,C0159,P031,S05,E005,7,106.32,0.05,707.03,581,126.03,Transfer
301,2026-05-28,C0165,P032,S04,E007,6,426.8,0.1,2304.72,1794,510.72,Cash
302,2025-10-10,C0044,P019,S06,E008,2,186.03,0.05,353.46,252,101.46,Card
303,2026-02-02,C0068,P042,S05,E007,1,302.99,0.05,287.84,237,50.84,Transfer
304,2025-02-03,C0040,P001,S08,E014,7,24.41,0.0,170.87,98,72.87,Transfer
305,2025-12-31,C0159,P043,S04,E010,6,136.26,0.15,694.93,462,232.93,Transfer
306,2025-06-06,C0149,P039,S06,E005,5,258.64,0.15,1099.22,810,289.22,Mobile
307,2025-09-24,C0020,P014,S08,E007,1,287.52,0.0,287.52,199,88.52,Mobile
308,2025-10-03,C0087,P018,S01,E020,5,466.54,0.0,2332.7,1390,942.7,Mobile
309,2026-03-10,C0194,P025,S06,E020,7,345.2,0.15,2053.94,2072,-18.06,Mobile
310,2026-02-05,C0075,P038,S02,E003,4,176.65,0.15,600.61,452,148.61,Card
311,2026-03-16,C0181,P018,S07,E004,6,466.54,0.1,2519.32,1668,851.32,Mobile
312,2025-07-25,C0029,P039,S04,E016,1,258.64,0.15,219.84,162,57.84,Mobile
313,2025-08-14,C0159,P041,S02,E012,3,262.34,0.05,747.67,474,273.67,Transfer
314,2025-06-20,C0097,P021,S08,E019,9,78.84,0.15,603.13,432,171.13,Card
315,2025-09-13,C0196,P042,S03,E004,1,302.99,0.05,287.84,237,50.84,Transfer
316,2025-01-06,C0096,P009,S05,E007,9,252.01,0.0,2268.09,1737,531.09,Cash
317,2025-05-11,C0018,P021,S03,E019,5,78.84,0.05,374.49,240,134.49,Mobile
318,2025-03-16,C0050,P003,S03,E020,5,303.16,0.05,1440.01,1095,345.01,Mobile
319,2026-05-17,C0045,P019,S10,E003,4,186.03,0.15,632.5,504,128.5,Mobile
320,2025-03-16,C0175,P013,S03,E008,4,182.89,0.05,694.98,548,146.98,Card
321,2025-09-23,C0017,P019,S10,E012,10,186.03,0.05,1767.28,1260,507.28,Cash
322,2025-07-03,C0169,P032,S10,E016,6,426.8,0.1,2304.72,1794,510.72,Mobile
323,2025-05-10,C0142,P014,S10,E004,9,287.52,0.05,2458.3,1791,667.3,Mobile
324,2025-08-18,C0114,P027,S09,E013,7,144.07,0.1,907.64,665,242.64,Transfer
325,2025-02-23,C0197,P037,S01,E012,10,422.5,0.05,4013.75,2850,1163.75,Mobile
326,2026-01-18,C0091,P030,S03,E015,3,388.69,0.15,991.16,900,91.16,Card
327,2025-10-16,C0154,P017,S04,E005,9,146.38,0.15,1119.81,927,192.81,Card
328,2025-04-01,C0168,P024,S04,E014,5,293.47,0.0,1467.35,1240,227.35,Card
329,2025-03-05,C0097,P012,S04,E002,5,317.68,0.15,1350.14,1030,320.14,Transfer
330,2026-03-15,C0004,P029,S08,E011,5,162.04,0.05,769.69,560,209.69,Mobile
331,2025-06-22,C0130,P006,S01,E013,4,421.8,0.0,1687.2,1008,679.2,Card
332,2026-05-12,C0095,P019,S09,E014,1,186.03,0.15,158.13,126,32.13,Cash
333,2026-02-03,C0061,P007,S09,E001,10,107.51,0.15,913.84,910,3.84,Cash
334,2025-02-06,C0035,P032,S08,E006,4,426.8,0.1,1536.48,1196,340.48,Mobile
335,2025-09-15,C0130,P011,S07,E003,3,299.96,0.05,854.89,552,302.89,Cash
336,2026-05-11,C0094,P029,S04,E002,2,162.04,0.15,275.47,224,51.47,Mobile
337,2025-07-22,C0044,P047,S04,E007,4,165.58,0.15,562.97,588,-25.03,Transfer
338,2026-06-03,C0061,P018,S04,E010,5,466.54,0.15,1982.8,1390,592.8,Cash
339,2025-02-07,C0160,P001,S06,E003,10,24.41,0.0,244.1,140,104.1,Card
340,2026-02-24,C0185,P035,S03,E018,8,79.96,0.0,639.68,416,223.68,Cash
341,2026-01-03,C0116,P043,S04,E013,3,136.26,0.1,367.9,231,136.9,Mobile
342,2026-01-10,C0003,P007,S05,E007,2,107.51,0.15,182.77,182,0.77,Transfer
343,2025-04-08,C0115,P040,S07,E010,6,80.3,0.0,481.8,330,151.8,Card
344,2025-12-04,C0086,P041,S04,E002,5,262.34,0.05,1246.11,790,456.11,Cash
345,2026-04-19,C0084,P032,S01,E009,1,426.8,0.05,405.46,299,106.46,Transfer
346,2025-01-13,C0034,P030,S07,E012,2,388.69,0.05,738.51,600,138.51,Transfer
347,2026-01-31,C0029,P049,S05,E014,8,328.89,0.0,2631.12,2368,263.12,Card
348,2025-09-28,C0003,P017,S01,E005,4,146.38,0.15,497.69,412,85.69,Mobile
349,2025-03-21,C0154,P025,S04,E018,3,345.2,0.1,932.04,888,44.04,Card
350,2025-05-23,C0157,P049,S06,E007,3,328.89,0.15,838.67,888,-49.33,Card
351,2025-05-11,C0199,P040,S01,E020,3,80.3,0.0,240.9,165,75.9,Transfer
352,2025-01-08,C0038,P002,S01,E003,5,274.71,0.1,1236.2,1225,11.2,Mobile
353,2025-11-13,C0176,P039,S03,E013,7,258.64,0.15,1538.91,1134,404.91,Mobile
354,2025-12-25,C0075,P006,S08,E006,6,421.8,0.15,2151.18,1512,639.18,Transfer
355,2025-08-24,C0178,P015,S01,E016,1,316.6,0.1,284.94,214,70.94,Cash
356,2026-04-20,C0001,P049,S04,E005,1,328.89,0.0,328.89,296,32.89,Mobile
357,2025-08-16,C0152,P008,S10,E009,10,216.88,0.15,1843.48,1390,453.48,Card
358,2025-04-03,C0085,P048,S06,E003,4,310.27,0.05,1179.03,900,279.03,Cash
359,2025-07-29,C0085,P046,S09,E018,9,17.63,0.05,150.74,99,51.74,Mobile
360,2025-12-31,C0043,P036,S03,E020,2,296.82,0.15,504.59,434,70.59,Cash
361,2026-05-21,C0157,P038,S02,E015,6,176.65,0.05,1006.91,678,328.91,Mobile
362,2025-03-11,C0171,P050,S05,E011,4,477.56,0.0,1910.24,1140,770.24,Mobile
363,2026-03-17,C0133,P009,S10,E020,6,252.01,0.1,1360.85,1158,202.85,Cash
364,2025-12-22,C0135,P042,S08,E012,4,302.99,0.15,1030.17,948,82.17,Cash
365,2025-01-09,C0058,P016,S05,E014,8,95.32,0.1,686.3,688,-1.7,Card
366,2026-06-06,C0158,P029,S01,E006,4,162.04,0.1,583.34,448,135.34,Transfer
367,2025-09-30,C0164,P026,S10,E004,1,17.83,0.0,17.83,16,1.83,Card
368,2025-09-11,C0120,P045,S07,E002,9,321.9,0.15,2462.54,1854,608.54,Card
369,2026-05-31,C0075,P046,S07,E003,8,17.63,0.1,126.94,88,38.94,Mobile
370,2026-03-15,C0125,P012,S02,E019,3,317.68,0.05,905.39,618,287.39,Transfer
371,2025-03-05,C0181,P018,S04,E007,9,466.54,0.05,3988.92,2502,1486.92,Cash
372,2025-09-02,C0182,P045,S09,E017,6,321.9,0.05,1834.83,1236,598.83,Mobile
373,2025-06-19,C0061,P016,S01,E008,9,95.32,0.15,729.2,774,-44.8,Cash
374,2025-01-26,C0037,P037,S09,E009,3,422.5,0.0,1267.5,855,412.5,Card
375,2025-05-22,C0025,P012,S05,E014,6,317.68,0.1,1715.47,1236,479.47,Transfer
376,2025-03-05,C0173,P021,S08,E002,10,78.84,0.0,788.4,480,308.4,Transfer
377,2026-02-04,C0079,P015,S07,E016,5,316.6,0.1,1424.7,1070,354.7,Transfer
378,2025-04-19,C0109,P026,S02,E007,2,17.83,0.0,35.66,32,3.66,Cash
379,2026-04-26,C0019,P030,S04,E011,1,388.69,0.05,369.26,300,69.26,Card
380,2026-04-22,C0120,P002,S09,E019,5,274.71,0.1,1236.2,1225,11.2,Card
381,2025-03-27,C0188,P014,S01,E003,8,287.52,0.15,1955.14,1592,363.14,Transfer
382,2025-07-29,C0185,P049,S05,E014,10,328.89,0.15,2795.56,2960,-164.44,Card
383,2026-01-20,C0187,P015,S08,E008,10,316.6,0.15,2691.1,2140,551.1,Card
384,2025-10-27,C0069,P048,S08,E016,8,310.27,0.0,2482.16,1800,682.16,Transfer
385,2025-08-08,C0177,P003,S08,E013,2,303.16,0.0,606.32,438,168.32,Card
386,2025-06-30,C0195,P030,S07,E014,7,388.69,0.0,2720.83,2100,620.83,Transfer
387,2025-03-11,C0132,P034,S03,E002,9,198.57,0.05,1697.77,1188,509.77,Card
388,2025-11-14,C0078,P014,S08,E005,9,287.52,0.15,2199.53,1791,408.53,Cash
389,2025-12-20,C0112,P021,S06,E007,8,78.84,0.15,536.11,384,152.11,Transfer
390,2026-05-01,C0070,P026,S10,E014,4,17.83,0.15,60.62,64,-3.38,Transfer
391,2025-03-09,C0029,P027,S06,E015,5,144.07,0.15,612.3,475,137.3,Transfer
392,2026-06-06,C0082,P028,S04,E005,9,442.13,0.05,3780.21,2394,1386.21,Card
393,2026-02-26,C0008,P013,S07,E013,5,182.89,0.05,868.73,685,183.73,Card
394,2025-03-28,C0043,P015,S08,E020,3,316.6,0.0,949.8,642,307.8,Mobile
395,2026-02-05,C0069,P017,S01,E010,4,146.38,0.1,526.97,412,114.97,Card
396,2025-10-16,C0190,P027,S05,E014,2,144.07,0.15,244.92,190,54.92,Cash
397,2025-06-19,C0133,P034,S08,E014,3,198.57,0.0,595.71,396,199.71,Cash
398,2025-11-22,C0079,P035,S01,E010,1,79.96,0.1,71.96,52,19.96,Mobile
399,2025-10-19,C0144,P037,S04,E009,1,422.5,0.1,380.25,285,95.25,Transfer
400,2026-06-08,C0087,P046,S09,E003,3,17.63,0.1,47.6,33,14.6,Cash
401,2026-01-28,C0083,P038,S06,E016,3,176.65,0.05,503.45,339,164.45,Card
402,2025-09-29,C0005,P023,S09,E020,5,424.36,0.0,2121.8,1340,781.8,Cash
403,2025-01-25,C0159,P007,S09,E013,7,107.51,0.15,639.68,637,2.68,Cash
404,2026-01-28,C0023,P025,S08,E007,2,345.2,0.0,690.4,592,98.4,Transfer
405,2026-02-24,C0121,P039,S09,E011,10,258.64,0.0,2586.4,1620,966.4,Card
406,2026-04-29,C0121,P042,S05,E014,1,302.99,0.05,287.84,237,50.84,Cash
407,2026-06-13,C0076,P033,S02,E002,7,126.43,0.15,752.26,770,-17.74,Mobile
408,2025-07-22,C0022,P044,S08,E012,3,218.87,0.1,590.95,405,185.95,Cash
409,2025-04-14,C0053,P011,S10,E011,10,299.96,0.1,2699.64,1840,859.64,Card
410,2025-03-25,C0054,P045,S05,E018,3,321.9,0.1,869.13,618,251.13,Cash
411,2026-05-28,C0114,P006,S07,E012,8,421.8,0.15,2868.24,2016,852.24,Mobile
412,2025-01-01,C0045,P049,S05,E006,3,328.89,0.05,937.34,888,49.34,Card
413,2025-09-07,C0118,P019,S03,E003,4,186.03,0.05,706.91,504,202.91,Mobile
414,2026-02-08,C0157,P049,S07,E018,9,328.89,0.15,2516.01,2664,-147.99,Mobile
415,2026-05-04,C0033,P006,S04,E013,8,421.8,0.1,3036.96,2016,1020.96,Cash
416,2026-03-27,C0056,P002,S03,E013,5,274.71,0.05,1304.87,1225,79.87,Mobile
417,2025-08-20,C0171,P022,S03,E010,1,30.64,0.1,27.58,21,6.58,Mobile
418,2025-03-08,C0170,P009,S10,E013,6,252.01,0.05,1436.46,1158,278.46,Cash
419,2025-01-31,C0171,P031,S02,E003,2,106.32,0.0,212.64,166,46.64,Card
420,2025-03-04,C0054,P029,S07,E011,9,162.04,0.1,1312.52,1008,304.52,Transfer
421,2025-06-12,C0105,P018,S02,E012,6,466.54,0.05,2659.28,1668,991.28,Cash
422,2025-12-08,C0129,P013,S02,E001,7,182.89,0.15,1088.2,959,129.2,Cash
423,2025-08-05,C0052,P025,S02,E006,3,345.2,0.15,880.26,888,-7.74,Mobile
424,2025-12-01,C0180,P032,S10,E010,9,426.8,0.0,3841.2,2691,1150.2,Transfer
425,2025-02-23,C0012,P003,S05,E006,3,303.16,0.15,773.06,657,116.06,Cash
426,2025-01-25,C0038,P024,S05,E004,10,293.47,0.1,2641.23,2480,161.23,Card
427,2026-05-27,C0050,P019,S02,E005,5,186.03,0.15,790.63,630,160.63,Transfer
428,2025-06-11,C0197,P001,S03,E008,1,24.41,0.05,23.19,14,9.19,Mobile
429,2025-07-20,C0146,P003,S06,E006,2,303.16,0.0,606.32,438,168.32,Transfer
430,2025-11-04,C0060,P014,S07,E010,2,287.52,0.0,575.04,398,177.04,Card
431,2025-11-01,C0137,P006,S02,E010,5,421.8,0.05,2003.55,1260,743.55,Cash
432,2026-02-14,C0164,P018,S02,E001,4,466.54,0.15,1586.24,1112,474.24,Mobile
433,2025-10-28,C0178,P024,S08,E016,8,293.47,0.0,2347.76,1984,363.76,Transfer
434,2026-05-04,C0141,P007,S04,E017,3,107.51,0.05,306.4,273,33.4,Card
435,2025-07-23,C0184,P014,S06,E016,3,287.52,0.15,733.18,597,136.18,Card
436,2025-04-28,C0093,P043,S02,E002,1,136.26,0.05,129.45,77,52.45,Card
437,2026-02-21,C0116,P048,S08,E015,7,310.27,0.1,1954.7,1575,379.7,Mobile
438,2025-07-28,C0175,P004,S05,E005,6,45.02,0.0,270.12,174,96.12,Cash
439,2025-12-02,C0027,P023,S01,E008,7,424.36,0.05,2821.99,1876,945.99,Card
440,2025-11-07,C0080,P040,S06,E008,7,80.3,0.05,534.0,385,149.0,Cash
441,2025-11-09,C0047,P031,S02,E001,4,106.32,0.1,382.75,332,50.75,Transfer
442,2026-05-18,C0117,P041,S02,E008,3,262.34,0.15,668.97,474,194.97,Transfer
443,2025-09-05,C0044,P023,S04,E014,1,424.36,0.0,424.36,268,156.36,Card
444,2025-12-27,C0022,P039,S01,E018,7,258.64,0.15,1538.91,1134,404.91,Mobile
445,2025-10-22,C0180,P013,S06,E011,10,182.89,0.1,1646.01,1370,276.01,Transfer
446,2026-02-01,C0078,P048,S05,E002,1,310.27,0.0,310.27,225,85.27,Mobile
447,2026-05-19,C0082,P006,S07,E015,5,421.8,0.0,2109.0,1260,849.0,Card
448,2026-02-15,C0066,P008,S04,E011,3,216.88,0.0,650.64,417,233.64,Card
449,2026-03-07,C0108,P040,S10,E009,2,80.3,0.05,152.57,110,42.57,Card
450,2025-09-03,C0180,P020,S05,E019,2,392.13,0.1,705.83,452,253.83,Card
451,2025-01-18,C0038,P050,S05,E017,8,477.56,0.15,3247.41,2280,967.41,Card
452,2025-02-07,C0120,P019,S09,E016,3,186.03,0.15,474.38,378,96.38,Cash
453,2025-10-29,C0106,P025,S08,E004,7,345.2,0.0,2416.4,2072,344.4,Mobile
454,2025-09-26,C0154,P005,S01,E010,7,119.18,0.0,834.26,567,267.26,Transfer
455,2025-05-24,C0140,P007,S01,E007,6,107.51,0.0,645.06,546,99.06,Transfer
456,2025-11-06,C0191,P025,S07,E017,2,345.2,0.05,655.88,592,63.88,Card
457,2026-06-18,C0017,P038,S07,E012,2,176.65,0.15,300.3,226,74.3,Card
458,2025-12-02,C0175,P011,S05,E016,8,299.96,0.15,2039.73,1472,567.73,Cash
459,2025-01-19,C0162,P031,S02,E007,9,106.32,0.05,909.04,747,162.04,Transfer
460,2025-06-28,C0180,P040,S03,E014,8,80.3,0.05,610.28,440,170.28,Cash
461,2025-11-16,C0176,P011,S05,E012,2,299.96,0.1,539.93,368,171.93,Transfer
462,2026-02-13,C0122,P007,S08,E012,5,107.51,0.15,456.92,455,1.92,Transfer
463,2025-06-05,C0034,P021,S08,E009,10,78.84,0.15,670.14,480,190.14,Transfer
464,2025-02-19,C0076,P047,S09,E016,7,165.58,0.15,985.2,1029,-43.8,Transfer
465,2026-04-03,C0038,P013,S08,E005,8,182.89,0.05,1389.96,1096,293.96,Card
466,2026-01-09,C0044,P032,S07,E014,6,426.8,0.0,2560.8,1794,766.8,Transfer
467,2025-01-11,C0168,P016,S08,E012,5,95.32,0.05,452.77,430,22.77,Cash
468,2026-02-07,C0118,P011,S01,E014,5,299.96,0.15,1274.83,920,354.83,Transfer
469,2025-11-26,C0038,P038,S04,E013,8,176.65,0.05,1342.54,904,438.54,Cash
470,2025-05-28,C0121,P038,S09,E015,2,176.65,0.1,317.97,226,91.97,Card
471,2025-03-04,C0049,P025,S07,E011,8,345.2,0.05,2623.52,2368,255.52,Transfer
472,2025-02-07,C0112,P047,S02,E007,8,165.58,0.1,1192.18,1176,16.18,Cash
473,2026-02-19,C0075,P033,S04,E010,10,126.43,0.1,1137.87,1100,37.87,Mobile
474,2025-11-29,C0175,P031,S05,E004,6,106.32,0.15,542.23,498,44.23,Transfer
475,2025-07-28,C0186,P041,S10,E004,1,262.34,0.1,236.11,158,78.11,Transfer
476,2025-12-09,C0029,P018,S07,E015,1,466.54,0.1,419.89,278,141.89,Transfer
477,2026-01-17,C0037,P041,S08,E002,9,262.34,0.1,2124.95,1422,702.95,Cash
478,2025-11-17,C0002,P037,S08,E008,7,422.5,0.15,2513.88,1995,518.88,Card
479,2025-07-28,C0125,P036,S03,E010,6,296.82,0.05,1691.87,1302,389.87,Transfer
480,2025-03-04,C0155,P004,S08,E009,4,45.02,0.05,171.08,116,55.08,Mobile
481,2026-01-09,C0110,P036,S07,E003,8,296.82,0.15,2018.38,1736,282.38,Card
482,2025-11-29,C0027,P011,S07,E018,6,299.96,0.0,1799.76,1104,695.76,Mobile
483,2025-07-27,C0018,P004,S05,E016,6,45.02,0.05,256.61,174,82.61,Mobile
484,2026-04-22,C0140,P028,S02,E016,8,442.13,0.1,3183.34,2128,1055.34,Transfer
485,2025-05-15,C0107,P011,S02,E005,9,299.96,0.0,2699.64,1656,1043.64,Mobile
486,2025-08-12,C0038,P005,S01,E018,2,119.18,0.15,202.61,162,40.61,Cash
487,2025-12-05,C0032,P020,S10,E018,2,392.13,0.0,784.26,452,332.26,Transfer
488,2025-03-18,C0106,P040,S08,E010,7,80.3,0.15,477.78,385,92.78,Mobile
489,2025-05-17,C0118,P040,S10,E016,8,80.3,0.15,546.04,440,106.04,Mobile
490,2025-10-12,C0161,P007,S03,E009,2,107.51,0.1,193.52,182,11.52,Cash
491,2025-02-06,C0002,P005,S06,E011,2,119.18,0.05,226.44,162,64.44,Cash
492,2026-03-26,C0159,P024,S01,E014,3,293.47,0.15,748.35,744,4.35,Mobile
493,2025-02-28,C0008,P029,S03,E008,2,162.04,0.15,275.47,224,51.47,Mobile
494,2025-05-12,C0074,P029,S10,E005,7,162.04,0.1,1020.85,784,236.85,Card
495,2025-05-30,C0151,P006,S04,E007,9,421.8,0.05,3606.39,2268,1338.39,Cash
496,2026-04-14,C0094,P046,S08,E014,4,17.63,0.15,59.94,44,15.94,Cash
497,2026-01-24,C0069,P036,S10,E001,7,296.82,0.05,1973.85,1519,454.85,Transfer
498,2026-03-15,C0066,P013,S03,E017,2,182.89,0.05,347.49,274,73.49,Mobile
499,2025-09-15,C0032,P050,S02,E012,10,477.56,0.1,4298.04,2850,1448.04,Mobile
500,2026-03-08,C0174,P037,S09,E015,8,422.5,0.1,3042.0,2280,762.0,Mobile
501,2025-02-19,C0125,P028,S06,E008,7,442.13,0.0,3094.91,1862,1232.91,Cash
502,2025-03-20,C0184,P002,S03,E016,1,274.71,0.1,247.24,245,2.24,Cash
503,2026-04-16,C0190,P005,S02,E006,4,119.18,0.05,452.88,324,128.88,Transfer
504,2025-07-11,C0060,P041,S01,E010,8,262.34,0.1,1888.85,1264,624.85,Mobile
505,2025-10-16,C0063,P020,S01,E010,9,392.13,0.15,2999.79,2034,965.79,Mobile
506,2025-07-21,C0047,P032,S05,E003,3,426.8,0.05,1216.38,897,319.38,Transfer
507,2025-11-06,C0191,P028,S03,E015,3,442.13,0.15,1127.43,798,329.43,Mobile
508,2026-01-01,C0060,P035,S01,E018,2,79.96,0.1,143.93,104,39.93,Card
509,2025-10-17,C0099,P017,S03,E011,8,146.38,0.05,1112.49,824,288.49,Transfer
510,2025-05-27,C0049,P028,S05,E007,5,442.13,0.0,2210.65,1330,880.65,Cash
511,2026-04-16,C0073,P023,S04,E017,1,424.36,0.0,424.36,268,156.36,Cash
512,2025-07-27,C0046,P042,S01,E014,2,302.99,0.05,575.68,474,101.68,Card
513,2025-11-25,C0014,P038,S08,E020,3,176.65,0.15,450.46,339,111.46,Transfer
514,2026-06-19,C0014,P018,S04,E004,5,466.54,0.05,2216.06,1390,826.06,Mobile
515,2026-06-11,C0082,P007,S02,E010,8,107.51,0.05,817.08,728,89.08,Card
516,2025-09-29,C0030,P016,S01,E001,5,95.32,0.15,405.11,430,-24.89,Transfer
517,2025-02-28,C0084,P033,S03,E002,9,126.43,0.05,1080.98,990,90.98,Cash
518,2025-09-11,C0008,P031,S05,E016,1,106.32,0.1,95.69,83,12.69,Mobile
519,2025-07-24,C0045,P028,S06,E003,6,442.13,0.0,2652.78,1596,1056.78,Transfer
520,2025-07-18,C0119,P031,S07,E015,3,106.32,0.1,287.06,249,38.06,Transfer
521,2025-09-10,C0060,P030,S02,E008,10,388.69,0.0,3886.9,3000,886.9,Cash
522,2025-03-25,C0032,P028,S10,E020,5,442.13,0.1,1989.58,1330,659.58,Transfer
523,2025-11-14,C0032,P025,S03,E014,4,345.2,0.1,1242.72,1184,58.72,Card
524,2025-07-21,C0021,P005,S07,E003,8,119.18,0.05,905.77,648,257.77,Mobile
525,2025-11-05,C0066,P041,S10,E017,3,262.34,0.05,747.67,474,273.67,Mobile
526,2025-04-22,C0169,P026,S06,E015,7,17.83,0.0,124.81,112,12.81,Mobile
527,2025-12-08,C0039,P017,S05,E011,7,146.38,0.05,973.43,721,252.43,Card
528,2026-02-17,C0069,P044,S06,E004,10,218.87,0.0,2188.7,1350,838.7,Card
529,2026-04-27,C0162,P001,S06,E019,4,24.41,0.1,87.88,56,31.88,Cash
530,2025-05-18,C0117,P025,S08,E017,1,345.2,0.15,293.42,296,-2.58,Card
531,2025-06-09,C0073,P033,S02,E011,5,126.43,0.1,568.94,550,18.94,Card
532,2025-07-21,C0195,P044,S02,E014,6,218.87,0.1,1181.9,810,371.9,Card
533,2026-06-09,C0137,P012,S02,E013,7,317.68,0.05,2112.57,1442,670.57,Cash
534,2026-02-08,C0089,P022,S10,E017,7,30.64,0.05,203.76,147,56.76,Mobile
535,2025-04-06,C0196,P039,S09,E008,10,258.64,0.05,2457.08,1620,837.08,Card
536,2026-01-23,C0198,P013,S06,E009,8,182.89,0.15,1243.65,1096,147.65,Cash
537,2025-01-25,C0098,P001,S09,E013,9,24.41,0.1,197.72,126,71.72,Card
538,2025-04-12,C0105,P021,S02,E016,3,78.84,0.1,212.87,144,68.87,Mobile
539,2025-03-25,C0145,P031,S02,E008,1,106.32,0.15,90.37,83,7.37,Transfer
540,2025-12-31,C0183,P038,S05,E008,7,176.65,0.1,1112.9,791,321.9,Mobile
541,2026-02-15,C0160,P012,S01,E008,3,317.68,0.05,905.39,618,287.39,Card
542,2025-12-14,C0048,P008,S02,E007,10,216.88,0.05,2060.36,1390,670.36,Mobile
543,2026-01-06,C0090,P046,S07,E008,1,17.63,0.1,15.87,11,4.87,Transfer
544,2025-08-19,C0120,P034,S03,E012,7,198.57,0.0,1389.99,924,465.99,Transfer
545,2026-06-12,C0108,P032,S07,E009,2,426.8,0.15,725.56,598,127.56,Cash
546,2025-06-02,C0068,P022,S01,E017,8,30.64,0.15,208.35,168,40.35,Transfer
547,2025-12-26,C0181,P003,S08,E011,7,303.16,0.05,2016.01,1533,483.01,Mobile
548,2025-05-29,C0184,P041,S04,E004,9,262.34,0.0,2361.06,1422,939.06,Card
549,2025-08-18,C0145,P023,S03,E015,5,424.36,0.1,1909.62,1340,569.62,Transfer
550,2025-07-06,C0100,P035,S09,E012,6,79.96,0.0,479.76,312,167.76,Transfer
551,2025-11-06,C0131,P027,S05,E015,9,144.07,0.15,1102.14,855,247.14,Cash
552,2025-10-03,C0191,P049,S05,E007,1,328.89,0.0,328.89,296,32.89,Mobile
553,2025-09-09,C0072,P005,S02,E014,9,119.18,0.05,1018.99,729,289.99,Mobile
554,2025-10-27,C0155,P047,S08,E003,9,165.58,0.1,1341.2,1323,18.2,Mobile
555,2026-05-09,C0032,P016,S09,E012,4,95.32,0.05,362.22,344,18.22,Cash
556,2025-11-27,C0063,P007,S08,E003,1,107.51,0.0,107.51,91,16.51,Card
557,2025-05-16,C0022,P024,S08,E003,1,293.47,0.15,249.45,248,1.45,Cash
558,2025-05-09,C0177,P009,S08,E014,3,252.01,0.15,642.63,579,63.63,Mobile
559,2025-09-14,C0140,P031,S02,E020,5,106.32,0.0,531.6,415,116.6,Cash
560,2025-02-04,C0060,P048,S09,E018,9,310.27,0.1,2513.19,2025,488.19,Card
561,2025-02-12,C0034,P023,S06,E013,1,424.36,0.15,360.71,268,92.71,Cash
562,2025-11-12,C0084,P018,S04,E014,10,466.54,0.15,3965.59,2780,1185.59,Mobile
563,2025-09-16,C0002,P012,S02,E010,2,317.68,0.15,540.06,412,128.06,Card
564,2025-01-14,C0101,P037,S02,E019,10,422.5,0.15,3591.25,2850,741.25,Cash
565,2026-03-06,C0135,P007,S08,E018,4,107.51,0.0,430.04,364,66.04,Transfer
566,2025-05-28,C0127,P004,S08,E020,9,45.02,0.0,405.18,261,144.18,Transfer
567,2025-07-31,C0069,P048,S09,E001,3,310.27,0.0,930.81,675,255.81,Mobile
568,2025-05-28,C0038,P024,S06,E013,10,293.47,0.15,2494.5,2480,14.5,Mobile
569,2026-01-15,C0181,P025,S07,E020,5,345.2,0.15,1467.1,1480,-12.9,Cash
570,2025-08-17,C0064,P011,S10,E012,1,299.96,0.05,284.96,184,100.96,Mobile
571,2025-03-26,C0008,P006,S04,E011,9,421.8,0.0,3796.2,2268,1528.2,Card
572,2025-03-28,C0131,P044,S03,E002,4,218.87,0.05,831.71,540,291.71,Transfer
573,2025-12-23,C0109,P003,S06,E007,5,303.16,0.1,1364.22,1095,269.22,Cash
574,2025-05-15,C0046,P026,S07,E001,10,17.83,0.15,151.55,160,-8.45,Card
575,2026-01-10,C0198,P025,S04,E014,1,345.2,0.1,310.68,296,14.68,Card
576,2025-07-27,C0107,P008,S10,E013,4,216.88,0.15,737.39,556,181.39,Cash
577,2025-08-01,C0026,P050,S01,E010,3,477.56,0.0,1432.68,855,577.68,Card
578,2026-01-04,C0048,P032,S10,E006,9,426.8,0.15,3265.02,2691,574.02,Card
579,2026-05-27,C0166,P011,S02,E015,9,299.96,0.05,2564.66,1656,908.66,Card
580,2025-12-25,C0114,P003,S04,E019,5,303.16,0.1,1364.22,1095,269.22,Cash
581,2025-10-03,C0062,P031,S07,E009,4,106.32,0.05,404.02,332,72.02,Card
582,2026-02-25,C0052,P034,S08,E017,6,198.57,0.15,1012.71,792,220.71,Transfer
583,2025-08-16,C0139,P044,S03,E014,1,218.87,0.05,207.93,135,72.93,Cash
584,2026-03-03,C0110,P027,S09,E013,9,144.07,0.0,1296.63,855,441.63,Mobile
585,2025-03-02,C0101,P019,S04,E018,2,186.03,0.05,353.46,252,101.46,Card
586,2026-01-19,C0164,P014,S02,E013,7,287.52,0.15,1710.74,1393,317.74,Transfer
587,2025-11-17,C0046,P018,S07,E018,9,466.54,0.1,3778.97,2502,1276.97,Card
588,2025-08-21,C0022,P038,S05,E014,4,176.65,0.0,706.6,452,254.6,Card
589,2025-02-04,C0101,P014,S06,E013,8,287.52,0.1,2070.14,1592,478.14,Mobile
590,2025-02-25,C0074,P035,S04,E005,7,79.96,0.05,531.73,364,167.73,Card
